"Season","Name","Team","G","PA","HR","R","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","WAR","Age","BB","SO","playerid"
"1975","Al Oliver","Pirates","155","666","18","90","4","3.8 %","11.0 %",".174",".290",".280",".309",".454",".341","111","3.2","28","25","73","1009773"
"2002","Todd Walker","Reds","155","675","11","79","8","7.4 %","12.0 %",".132",".329",".299",".353",".431",".341","104","2.2","29","50","81","359"
"1989","Ivan Calderon","White Sox","157","676","14","83","7","6.4 %","13.9 %",".151",".315",".286",".332",".437",".341","113","1.8","27","43","94","1001825"
"2007","Brendan Harris","Devil Rays","137","576","12","72","4","7.3 %","16.7 %",".148",".331",".286",".343",".434",".341","107","2.4","26","42","96","2178"
"1999","Troy Glaus","Angels","154","631","29","85","5","11.3 %","22.7 %",".211",".270",".240",".331",".450",".341","96","2.4","22","71","143","15"
"2016","Buster Posey","Giants","146","614","14","82","6","10.4 %","11.1 %",".147",".303",".288",".362",".434",".341","115","3.9","29","64","68","9166"
"1973","John Milner","Mets","129","519","23","69","1","11.9 %","16.2 %",".193",".244",".239",".329",".432",".341","114","1.2","23","62","84","1008965"
"2005","Jorge Posada","Yankees","142","546","19","67","1","12.1 %","17.2 %",".169",".288",".262",".352",".430",".341","110","3.3","33","66","94","841"
"2007","Andre Ethier","Dodgers","153","507","13","50","0","9.1 %","13.4 %",".168",".305",".284",".350",".452",".341","104","1.6","25","46","68","6265"
"2014","Starlin Castro","Cubs","134","569","14","58","4","6.2 %","17.6 %",".146",".337",".292",".339",".438",".341","117","3.2","24","35","100","4579"
"2012","Justin Upton","Diamondbacks","150","628","17","107","18","10.0 %","19.3 %",".150",".327",".280",".355",".430",".341","109","2.6","24","63","121","5222"
"1977","Jim Sundberg","Rangers","149","533","6","61","2","9.9 %","14.4 %",".097",".336",".291",".365",".389",".341","110","4.7","26","53","77","1012724"
"2002","Mike Cameron","Mariners","158","640","25","84","31","12.3 %","27.5 %",".204",".301",".239",".340",".442",".341","113","5.5","29","79","176","1070"
"2017","Corey Dickerson","Rays","150","629","27","84","4","5.6 %","24.2 %",".207",".338",".282",".325",".490",".341","115","2.6","28","35","152","10762"
"2017","Nicholas Castellanos","Tigers","157","665","26","73","4","6.2 %","21.4 %",".218",".313",".272",".320",".490",".341","111","1.5","25","41","142","11737"
"1989","Kevin McReynolds","Mets","148","599","22","74","15","7.7 %","12.4 %",".178",".276",".272",".326",".450",".341","121","3.4","29","46","74","1008690"
"1973","Lou Brock","Cardinals","160","727","7","110","70","9.8 %","15.4 %",".102",".347",".297",".364",".398",".341","110","2.5","34","71","112","1001458"
"1983","Tony Pena","Pirates","151","580","15","51","6","5.3 %","12.6 %",".135",".325",".301",".338",".435",".341","111","3.8","26","31","73","1010153"
"1980","Gorman Thomas","Brewers","162","697","38","78","8","8.3 %","24.4 %",".232",".263",".239",".303",".471",".341","111","3.4","29","58","170","1012979"
"1977","Butch Hobson","Red Sox","159","637","30","77","5","4.2 %","25.4 %",".224",".314",".265",".300",".489",".341","101","1.5","25","27","162","1005872"
"2014","Christian Yelich","Marlins","144","660","9","94","21","10.6 %","20.8 %",".119",".356",".284",".362",".402",".341","118","4.1","22","70","137","11477"
"2006","Luis Gonzalez","Diamondbacks","153","668","15","93","0","10.3 %","8.7 %",".172",".277",".271",".352",".444",".341","98","0.9","38","69","58","55"
"2010","Mike Napoli","Angels","140","510","26","60","4","8.2 %","26.9 %",".230",".279",".238",".316",".468",".341","115","2.5","28","42","137","3057"
"2001","Bubba Trammell","Padres","142","546","25","66","2","8.8 %","14.3 %",".206",".263",".261",".330",".467",".341","110","2.3","29","48","78","1057"
"2009","Orlando Hudson","Dodgers","149","631","9","74","8","9.8 %","15.7 %",".134",".328",".283",".357",".417",".341","109","2.8","31","62","99","1307"
"2008","Ryan Theriot","Cubs","149","661","1","85","22","11.0 %","8.8 %",".052",".339",".307",".387",".359",".341","99","3.0","28","73","58","3811"
"1986","Jose Canseco","Athletics","157","682","33","85","15","9.5 %","25.7 %",".217",".277",".240",".318",".457",".341","115","2.9","21","65","175","1001918"
"2011","Carlos Lee","Astros","155","653","18","66","4","9.0 %","9.2 %",".171",".279",".275",".342",".446",".341","115","2.9","35","59","60","243"
"2015","Francisco Cervelli","Pirates","130","510","7","56","1","9.0 %","18.4 %",".106",".359",".295",".370",".401",".341","117","3.7","29","46","94","5275"
"2007","Freddy Sanchez","Pirates","147","653","11","77","0","4.9 %","11.6 %",".138",".328",".304",".343",".442",".341","102","2.9","29","32","76","1624"
"2004","Coco Crisp","Indians","139","538","15","78","20","6.7 %","12.8 %",".149",".320",".297",".344",".446",".341","107","4.0","24","36","69","1572"
"1975","Dave Cash","Phillies","162","766","4","111","13","7.3 %","4.4 %",".083",".313",".305",".356",".388",".341","105","4.5","27","56","34","1002041"
"1972","Willie Davis","Dodgers","149","654","19","81","20","4.1 %","9.3 %",".151",".293",".289",".317",".441",".341","119","5.5","32","27","61","1003088"
"2013","Ian Desmond","Nationals","158","655","20","77","21","6.6 %","22.1 %",".173",".336",".280",".331",".453",".341","116","4.3","27","43","145","6885"
"1974","Dan Driessen","Reds","150","523","7","63","10","9.2 %","11.9 %",".119",".309",".281",".347",".400",".341","112","2.0","22","48","62","1003501"
"2000","Damion Easley","Tigers","126","535","14","76","13","10.3 %","14.8 %",".157",".285",".259",".350",".416",".341","100","4.0","30","55","79","464"
"1977","Ruppert Jones","Mariners","160","664","24","85","13","8.3 %","18.1 %",".191",".290",".263",".324",".454",".341","108","3.7","22","55","120","1006588"
"1979","Buddy Bell","Rangers","162","720","18","89","5","4.2 %","6.3 %",".152",".295",".299",".327",".451",".341","108","6.7","27","30","45","1000799"
"1968","Matty Alou","Pirates","146","598","0","59","18","4.5 %","4.3 %",".065",".345",".332",".362",".396",".341","128","4.4","29","27","26","1000179"
"1975","Dave Winfield","Padres","143","591","15","74","23","11.7 %","13.9 %",".136",".289",".267",".354",".403",".341","113","2.8","23","69","82","1014127"
"1979","Dave Concepcion","Reds","149","666","16","91","19","9.6 %","11.0 %",".134",".296",".281",".348",".415",".341","110","4.6","31","64","73","1002494"
"1997","Mickey Morandini","Phillies","150","640","1","83","16","9.7 %","14.2 %",".085",".348",".295",".371",".380",".341","101","1.3","31","62","91","1009151"
"1979","Jerry Martin","Cubs","150","579","19","74","2","6.6 %","14.7 %",".182",".290",".272",".321",".453",".341","101","0.3","30","38","85","1008174"
"1990","Barry Larkin","Reds","158","681","7","85","30","7.2 %","7.2 %",".094",".317",".301",".358",".396",".341","107","5.4","26","49","49","335"
"2014","Hunter Pence","Giants","162","708","20","106","13","7.3 %","18.4 %",".168",".318",".277",".332",".445",".341","122","4.0","31","52","130","8252"
"2004","Mike Cameron","Mets","140","562","30","76","22","10.1 %","25.4 %",".247",".260",".231",".319",".479",".341","105","3.8","31","57","143","1070"
"1977","Amos Otis","Royals","142","561","17","85","23","12.7 %","15.7 %",".182",".270",".251",".342",".433",".341","109","1.7","30","71","88","1009893"
"1992","Andre Dawson","Cubs","143","582","22","60","6","5.2 %","12.0 %",".179",".281",".277",".316",".456",".340","113","2.7","37","30","70","1003091"
"2009","Erick Aybar","Angels","137","556","5","70","14","5.4 %","9.7 %",".111",".338",".312",".353",".423",".340","105","3.7","25","30","54","4082"
"2001","Miguel Tejada","Athletics","162","683","31","107","11","6.3 %","13.0 %",".209",".267",".267",".326",".476",".340","109","3.7","27","43","89","941"
"2013","Andre Ethier","Dodgers","142","553","12","54","4","11.0 %","17.2 %",".151",".315",".272",".360",".423",".340","120","3.4","31","61","95","6265"
"2007","J.J. Hardy","Brewers","151","638","26","89","2","6.3 %","11.4 %",".186",".279",".277",".323",".463",".340","103","3.9","24","40","73","3797"
"1974","Doug Rader","Astros","152","601","17","61","7","10.0 %","21.8 %",".158",".308",".257",".334",".415",".340","113","3.6","29","60","131","1010638"
"1995","Mickey Morandini","Phillies","127","550","6","65","9","7.6 %","14.5 %",".134",".328",".283",".350",".417",".340","103","2.5","29","42","80","1009151"
"1987","Benito Santiago","Padres","146","572","18","64","21","2.8 %","19.6 %",".167",".348",".300",".324",".467",".340","109","3.1","22","16","112","1130"
"2016","Francisco Lindor","Indians","158","684","15","99","19","8.3 %","12.9 %",".134",".324",".301",".358",".435",".340","111","5.6","22","57","88","12916"
"1971","Al Oliver","Pirates","143","573","14","69","4","4.7 %","12.6 %",".164",".298",".282",".317",".446",".340","116","3.1","24","27","72","1009773"
"1998","Travis Lee","Diamondbacks","146","630","22","71","8","10.6 %","19.5 %",".160",".309",".269",".346",".429",".340","102","1.0","23","67","123","958"
"2013","Alfonso Soriano","- - -","151","626","34","84","18","5.8 %","24.9 %",".234",".289",".255",".302",".489",".340","115","2.6","37","36","156","847"
"1993","Jeff King","Pirates","158","683","9","82","8","8.6 %","7.9 %",".111",".308",".295",".356",".406",".340","105","3.5","28","59","54","1006931"
"2004","Rafael Palmeiro","Orioles","154","651","23","68","2","13.2 %","9.4 %",".178",".251",".258",".359",".436",".340","105","0.2","39","86","61","1266"
"2003","Jeff Conine","- - -","149","646","20","88","5","7.7 %","10.8 %",".177",".286",".282",".338",".459",".340","109","1.9","37","50","70","131"
"2006","Tadahito Iguchi","White Sox","138","627","18","97","11","9.4 %","17.5 %",".141",".322",".281",".352",".422",".340","99","1.8","31","59","110","8581"
"1999","Rico Brogna","Phillies","157","679","24","90","8","8.0 %","19.4 %",".176",".317",".278",".336",".454",".340","95","1.1","29","54","132","1001464"
"2000","Rich Aurilia","Giants","141","571","20","67","1","9.5 %","15.8 %",".173",".293",".271",".339",".444",".340","100","2.5","28","54","90","1106"
"2006","Ryan Freel","Reds","132","523","8","67","37","10.9 %","18.7 %",".128",".330",".271",".363",".399",".340","100","3.8","30","57","98","1207"
"2014","Adam Jones","Orioles","159","682","29","88","7","2.8 %","19.5 %",".188",".311",".281",".311",".469",".340","117","4.7","28","19","133","6368"
"2016","Kole Calhoun","Angels","157","672","18","91","2","10.0 %","17.6 %",".167",".309",".271",".348",".438",".340","117","3.4","28","67","118","11200"
"1980","Rick Peters","Tigers","133","546","2","79","13","9.9 %","8.8 %",".082",".319",".291",".369",".373",".340","106","2.0","24","54","48","1010237"
"2007","Ryan Zimmerman","Nationals","162","722","24","99","4","8.4 %","17.3 %",".191",".295",".266",".330",".458",".340","105","4.5","22","61","125","4220"
"1989","Darryl Strawberry","Mets","134","541","29","69","11","11.3 %","19.4 %",".242",".226",".225",".312",".466",".340","121","4.3","27","61","105","1012606"
"2015","Russell Martin","Blue Jays","129","507","23","76","4","10.5 %","20.9 %",".218",".262",".240",".329",".458",".340","115","3.5","32","53","106","4616"
"2005","Tadahito Iguchi","White Sox","135","582","15","74","15","8.1 %","19.6 %",".160",".327",".278",".342",".438",".340","105","3.3","30","47","114","8581"
"1987","Milt Thompson","Phillies","150","575","7","86","46","7.3 %","15.1 %",".123",".349",".302",".351",".425",".340","104","3.4","28","42","87","1013021"
"2005","Joe Randa","- - -","150","609","17","71","0","7.7 %","13.3 %",".177",".296",".276",".335",".452",".340","107","2.0","35","47","81","623"
"1991","Steve Sax","Yankees","158","707","10","85","31","5.8 %","5.4 %",".110",".308",".304",".345",".414",".340","110","3.7","31","41","38","1011481"
"1995","Walt Weiss","Rockies","137","537","1","65","15","18.2 %","10.6 %",".061",".297",".260",".403",".321",".340","81","1.5","31","98","57","1013748"
"1974","Willie Montanez","Phillies","143","571","7","55","3","5.6 %","10.0 %",".106",".326",".304",".343",".410",".340","106","1.1","26","32","57","1009062"
"2001","Gabe Kapler","Rangers","134","556","17","77","23","11.0 %","12.6 %",".170",".278",".267",".348",".437",".340","102","0.7","25","61","70","1256"
"1991","Mel Hall","Yankees","141","527","19","67","0","4.9 %","7.6 %",".171",".276",".285",".321",".455",".340","110","-0.4","30","26","40","1005259"
"1997","Matt Williams","Indians","151","636","32","86","12","5.3 %","17.0 %",".225",".273",".263",".307",".488",".340","101","4.1","31","34","108","77"
"1969","Wayne Comer","Pilots","147","572","15","88","18","14.3 %","13.8 %",".135",".264",".245",".354",".380",".340","110","2.4","25","82","79","1002483"
"2003","Angel Berroa","Royals","158","635","17","92","21","4.6 %","15.7 %",".164",".319",".287",".338",".451",".340","101","2.7","25","29","100","591"
"2014","Yan Gomes","Indians","135","518","21","61","0","4.6 %","23.2 %",".194",".326",".278",".313",".472",".340","117","4.3","26","24","120","9627"
"2014","Adam Eaton","White Sox","123","538","1","76","15","8.0 %","15.4 %",".101",".359",".300",".362",".401",".340","118","3.7","25","43","83","11205"
"2003","Ramon Hernandez","Athletics","140","536","21","70","0","6.2 %","14.7 %",".184",".285",".273",".331",".458",".340","107","3.3","27","33","79","918"
"2016","Chris Davis","Orioles","157","665","38","99","1","13.2 %","32.9 %",".239",".279",".221",".332",".459",".340","112","2.8","30","88","219","9272"
"2001","Ben Grieve","Devil Rays","154","639","11","72","7","13.6 %","24.9 %",".124",".353",".264",".372",".387",".340","107","1.3","25","87","159","1209"
"1990","Dave Parker","Brewers","157","669","21","71","4","6.1 %","15.2 %",".162",".309",".289",".330",".451",".340","114","1.2","39","41","102","1010000"
"2005","Joe Mauer","Twins","131","554","9","61","13","11.0 %","11.6 %",".117",".322",".294",".372",".411",".340","108","3.4","22","61","64","1857"
"1973","Don Money","Brewers","145","627","11","75","22","8.5 %","8.5 %",".117",".296",".284",".347",".401",".340","112","2.7","26","53","53","1009052"
"1971","Brooks Robinson","Orioles","156","663","20","67","0","9.5 %","7.5 %",".141",".266",".272",".341",".413",".340","113","5.8","34","63","50","1011055"
"2000","Al Martin","- - -","135","523","15","81","10","6.9 %","16.3 %",".167",".319",".285",".338",".452",".340","102","0.1","32","36","85","1167"
"1996","Eric Karros","Dodgers","154","670","34","84","8","7.9 %","18.1 %",".219",".269",".260",".316",".479",".340","113","2.6","28","53","121","659"
"2008","Skip Schumaker","Cardinals","153","594","8","87","8","7.9 %","10.1 %",".104",".328",".302",".359",".406",".340","106","1.8","28","47","60","3704"
"1969","Jim Fregosi","Angels","161","685","12","78","9","13.6 %","12.6 %",".121",".286",".260",".361",".381",".340","114","4.4","27","93","86","1004330"
"2005","Eric Chavez","Athletics","160","694","27","92","6","8.4 %","18.6 %",".197",".295",".269",".329",".466",".340","110","5.2","27","58","129","906"
"1969","Bill Melton","White Sox","157","628","23","67","1","8.9 %","16.9 %",".178",".275",".255",".326",".433",".340","108","1.9","23","56","106","1008754"
"2014","Albert Pujols","Angels","159","695","28","89","5","6.9 %","10.2 %",".194",".265",".272",".324",".466",".340","123","2.7","34","48","71","1177"
"2011","Matt Wieters","Orioles","139","551","22","72","1","8.7 %","15.2 %",".188",".276",".262",".328",".450",".340","110","4.4","25","48","84","4298"
"1992","Robby Thompson","Giants","128","505","14","54","5","8.5 %","14.9 %",".156",".282",".260",".333",".415",".340","118","3.0","30","43","75","1013023"
"1986","Oddibe McDowell","Rangers","154","643","18","105","33","10.1 %","17.4 %",".161",".302",".266",".341",".427",".340","106","3.1","23","65","112","1008474"
"2007","Jack Wilson","Pirates","135","535","12","67","2","7.1 %","8.6 %",".145",".303",".296",".350",".440",".340","102","2.5","29","38","46","1017"
"2016","Jay Bruce","- - -","147","589","33","74","4","7.5 %","21.4 %",".256",".266",".250",".309",".506",".340","111","0.4","29","44","126","9892"
"2015","Justin Upton","Padres","150","620","26","85","19","11.0 %","25.6 %",".203",".304",".251",".336",".454",".340","119","3.4","27","68","159","5222"
"1997","Paul Molitor","Twins","135","597","10","63","11","7.5 %","12.2 %",".130",".330",".305",".351",".435",".340","99","0.7","40","45","73","1009040"
